S No.,Model,Year,Price,Transmission,Kms_driven,FuelType,Tax,MPG,EngineSize
1993, A6,2016,18243,Semi-Auto,46331,Diesel,150,55.4,2
1994, Q5,2017,19690,Manual,29887,Diesel,205,47.9,2
1995, A1,2018,15290,Manual,21633,Petrol,150,47.9,1
1996, A3,2019,29490,Semi-Auto,355,Petrol,150,34.9,2
1997, A3,2016,16298,Semi-Auto,43014,Diesel,125,57.6,2
1998, Q3,2017,19998,Manual,15449,Petrol,145,49.6,1.4
1999, A1,2016,11000,Manual,23707,Petrol,30,55.4,1.4
2000, A3,2016,11679,Semi-Auto,44696,Diesel,20,70.6,1.6
2001, A1,2017,14399,Manual,25168,Petrol,30,55.4,1.4
2002, TT,2016,19690,Semi-Auto,30499,Petrol,165,43.5,2
2003, Q3,2019,32390,Semi-Auto,14600,Petrol,150,37.2,1.5
2004, Q3,2015,16490,Semi-Auto,18776,Diesel,150,55.4,2
2005, A3,2015,15998,Semi-Auto,24120,Diesel,20,70.6,1.6
2006, A1,2016,11698,Manual,24015,Petrol,0,67.3,1
2007, A3,2018,18998,Manual,9118,Petrol,145,58.9,1.4
2008, Q5,2019,30998,Semi-Auto,19,Petrol,145,33.2,2
2009, Q5,2019,34998,Semi-Auto,21,Petrol,145,32.1,2
2010, Q5,2019,34998,Semi-Auto,19,Petrol,150,32.1,2
2011, A3,2018,20977,Manual,10045,Petrol,145,42.2,1.5
2012, A1,2016,10920,Manual,24800,Petrol,0,67.3,1
2013, A5,2016,11899,Manual,46783,Diesel,20,67.3,2
2014, A1,2017,11201,Manual,17425,Petrol,145,67.3,1
2015, A4,2017,17995,Manual,40133,Diesel,145,62.8,2
2016, A3,2017,17985,Manual,27691,Petrol,150,55.4,1.5
2017, Q2,2017,21985,Semi-Auto,11126,Diesel,145,57.7,2
2018, A3,2016,17798,Semi-Auto,26054,Petrol,30,56.5,1.4
2019, A1,2016,17798,Manual,19118,Petrol,235,39.8,2
2020, Q3,2017,25498,Semi-Auto,16078,Petrol,145,40.4,2
2021, A3,2017,17998,Manual,19349,Petrol,30,60.1,1.4
2022, A4,2018,19998,Manual,13268,Petrol,145,51.4,1.4
2023, Q2,2019,21990,Semi-Auto,5445,Diesel,150,47.9,1.6
2024, Q2,2018,19690,Manual,12554,Petrol,150,53.3,1
2025, A3,2019,23269,Semi-Auto,5665,Diesel,150,52.3,1.6
2026, Q2,2020,27490,Semi-Auto,4554,Petrol,150,42.2,1.5
2027, Q2,2020,28990,Semi-Auto,5445,Petrol,150,42.2,1.5
2028, Q2,2020,28990,Semi-Auto,5665,Petrol,150,42.2,1.5
2029, A1,2015,9399,Manual,51445,Diesel,0,80.7,1.6
2030, A5,2013,12640,Manual,46022,Diesel,30,60.1,2
2031, A4,2016,12270,Manual,55885,Diesel,0,74.3,2
2032, Q3,2017,20298,Semi-Auto,12122,Diesel,150,55.4,2
2033, Q3,2016,17298,Manual,32155,Petrol,150,49.6,1.4
2034, A4,2016,14798,Manual,32879,Diesel,0,74.3,2
2035, Q5,2019,31998,Semi-Auto,21,Petrol,145,33.2,2
2036, A4,2014,12898,Manual,43012,Diesel,150,55.4,2
2037, Q3,2016,16898,Semi-Auto,15274,Petrol,150,47.9,1.4
2038, Q2,2018,17498,Manual,21941,Diesel,145,64.2,1.6
2039, A4,2014,9198,Manual,60667,Diesel,30,65.7,2
2040, A4,2016,19498,Semi-Auto,16922,Diesel,30,65.7,2
2041, Q5,2016,20498,Semi-Auto,33657,Diesel,200,47.1,2
2042, A6,2016,16998,Semi-Auto,39333,Diesel,20,64.2,2
2043, A6,2017,19790,Semi-Auto,43442,Diesel,145,61.4,2
2044, Q3,2015,14640,Automatic,60889,Diesel,160,50.4,2
2045, A1,2016,13180,Manual,14722,Diesel,20,72.4,1.6
2046, A3,2015,13923,Manual,38146,Petrol,30,57.6,1.4
2047, A6,2016,16420,Manual,52576,Diesel,30,61.4,2
2048, A4,2017,15700,Manual,17789,Petrol,145,52.3,1.4
2049, A4,2018,17990,Manual,40442,Diesel,145,68.9,2
2050, A4,2015,14998,Manual,54654,Diesel,145,55.4,2
2051, A1,2016,11998,Manual,20527,Petrol,0,67.3,1
2052, Q2,2017,16498,Manual,31362,Diesel,145,64.2,1.6
2053, Q5,2019,34998,Semi-Auto,85,Petrol,145,32.1,2
2054, Q5,2016,27998,Semi-Auto,56971,Diesel,235,42.2,3
2055, A3,2017,18998,Semi-Auto,19588,Petrol,30,56.5,1.4
2056, A3,2017,19498,Semi-Auto,14413,Petrol,145,56.5,1.5
2057, A4,2018,17498,Manual,17288,Petrol,145,52.3,1.4
2058, Q3,2017,23798,Semi-Auto,20969,Petrol,145,40.4,2
2059, A5,2016,16498,Manual,26765,Diesel,150,54.3,2
2060, A4,2018,27390,Semi-Auto,10223,Petrol,150,36.7,3
2061, Q5,2018,37495,Semi-Auto,19443,Petrol,145,34,3
2062, Q2,2017,20890,Semi-Auto,14703,Petrol,150,52.3,1.4
2063, A4,2017,16380,Manual,38331,Diesel,20,68.9,2
2064, TT,2015,14640,Manual,39255,Petrol,145,47.9,2
2065, A5,2018,24980,Semi-Auto,10147,Diesel,145,62.8,2
2066, Q3,2016,16790,Manual,39697,Petrol,145,49.6,1.4
2067, A6,2016,13498,Semi-Auto,78545,Diesel,20,67.3,2
2068, A4,2018,19998,Manual,17204,Petrol,145,51.4,1.4
2069, TT,2015,15998,Manual,23065,Petrol,145,47.9,2
2070, A4,2018,18298,Manual,23319,Petrol,145,51.4,1.4
2071, A4,2018,18298,Manual,15529,Petrol,145,50.4,1.4
2072, A4,2018,17798,Semi-Auto,10730,Petrol,145,51.4,1.4
2073, A3,2014,8280,Manual,81457,Diesel,0,74.3,1.6
2074, TT,2013,9250,Manual,67691,Diesel,145,53.3,2
2075, A4,2013,10210,Manual,36219,Petrol,145,49.6,1.8
2076, Q3,2016,19291,Manual,19122,Diesel,145,52.3,2
2077, A5,2016,17950,Semi-Auto,31661,Diesel,125,58.9,2
2078, A1,2016,9250,Manual,61306,Diesel,0,80.7,1.6
2079, A3,2016,10000,Manual,75308,Diesel,20,68.9,2
2080, Q3,2016,18620,Semi-Auto,30647,Diesel,145,51.4,2
2081, A4,2015,8999,Manual,85782,Diesel,30,64.2,2
2082, A1,2015,8000,Manual,92760,Diesel,0,80.7,1.6
2083, A4,2016,11000,Semi-Auto,73722,Diesel,0,72.4,2
2084, A3,2015,8000,Manual,91567,Diesel,20,70.6,1.6
2085, A4,2013,11850,Manual,81171,Diesel,125,58.9,2
2086, A3,2016,8600,Manual,90818,Diesel,0,83.1,1.6
2087, TT,2017,17490,Manual,14000,Petrol,145,47.1,1.8
2088, A1,2015,8390,Manual,54000,Diesel,0,80.7,1.6
2089, Q3,2013,11190,Manual,60000,Diesel,150,54.3,2
2090, A3,2014,11690,Manual,33000,Petrol,30,57.6,1.2
2091, Q3,2017,16250,Semi-Auto,38500,Petrol,145,47.9,1.4
2092, RS5,2014,23400,Semi-Auto,39210,Petrol,555,26.9,4.2
2093, A1,2017,14995,Manual,21796,Petrol,30,56.5,1.4
2094, Q3,2016,16995,Manual,34396,Diesel,145,52.3,2
2095, A6,2016,16950,Semi-Auto,36211,Diesel,20,64.2,2
2096, A5,2017,20150,Semi-Auto,45465,Diesel,145,62.8,2
2097, A1,2015,14730,Manual,42255,Petrol,235,39.8,2
2098, Q3,2016,19000,Semi-Auto,15110,Petrol,145,47.9,1.4
2099, A8,2015,19999,Semi-Auto,52891,Diesel,205,47.9,3
2100, A3,2016,12500,Manual,36385,Petrol,125,53.3,1.4
2101, A1,2015,13500,Semi-Auto,37231,Petrol,30,56.5,1.4
2102, Q3,2016,18350,Semi-Auto,30647,Diesel,145,51.4,2
2103, A3,2015,8950,Manual,62710,Diesel,0,74.3,1.6
2104, A5,2016,16750,Semi-Auto,41847,Petrol,165,44.1,1.8
2105, Q3,2015,17000,Semi-Auto,43740,Petrol,145,47.9,1.4
2106, A3,2015,12500,Semi-Auto,49548,Petrol,20,60.1,1.4
2107, A4,2016,16000,Manual,29112,Diesel,0,74.3,2
2108, Q3,2016,18000,Manual,24602,Diesel,145,52.3,2
2109, TT,2015,16250,Manual,40402,Petrol,145,47.1,1.8
2110, A1,2015,10950,Manual,48299,Petrol,30,57.6,1.4
2111, A1,2016,11000,Manual,29328,Petrol,0,67.3,1
2112, A5,2015,14498,Semi-Auto,24848,Diesel,125,58.9,2
2113, Q2,2018,19298,Manual,11349,Diesel,145,47.9,1.6
2114, A3,2018,18998,Manual,12186,Petrol,145,60.1,1
2115, A4,2016,13995,Semi-Auto,56615,Diesel,20,70.6,2
2116, A6,2014,13491,Semi-Auto,52419,Diesel,30,64.2,2
2117, Q3,2016,16995,Semi-Auto,61260,Diesel,160,50.4,2
2118, A3,2014,11495,Semi-Auto,39585,Petrol,30,57.6,1.4
2119, A3,2016,11495,Manual,21000,Diesel,0,74.3,1.6
2120, Q3,2016,15495,Manual,15541,Diesel,30,61.4,2
2121, Q3,2016,16250,Manual,29841,Diesel,125,60.1,2
2122, A5,2014,14795,Semi-Auto,52595,Diesel,150,53.3,2
2123, A5,2016,18495,Manual,25000,Diesel,125,57.6,2
2124, A5,2016,17650,Manual,31292,Diesel,145,53.3,2
2125, Q3,2015,14791,Semi-Auto,49652,Diesel,150,54.3,2
2126, A6,2016,19999,Semi-Auto,15016,Diesel,30,61.4,2
2127, A8,2015,19499,Semi-Auto,54174,Diesel,205,47.9,3
2128, A1,2017,11000,Manual,18988,Petrol,145,67.3,1
2129, Q3,2014,13990,Manual,55735,Diesel,160,49.6,2
2130, Q3,2017,19152,Manual,25000,Petrol,150,49.6,1.4
2131, TT,2015,16842,Manual,31208,Petrol,150,47.9,2
2132, Q2,2017,19295,Manual,20647,Petrol,145,50.4,1.4
2133, Q2,2019,21030,Automatic,1342,Diesel,145,47.9,1.6
2134, A5,2014,12240,Semi-Auto,65555,Diesel,125,60.1,2
2135, A3,2014,13299,Manual,24003,Petrol,30,54.3,1.4
2136, A3,2015,13480,Manual,45427,Petrol,125,52.3,1.4
2137, TT,2016,15498,Manual,38908,Petrol,145,47.1,1.8
2138, Q5,2019,34498,Semi-Auto,21,Petrol,145,32.1,2
2139, TT,2014,12995,Semi-Auto,42000,Petrol,165,44.1,1.8
2140, A1,2015,11295,Manual,44500,Diesel,0,80.7,1.6
2141, Q2,2020,27495,Semi-Auto,2000,Petrol,150,43.5,1.5
2142, A3,2020,21995,Manual,5000,Diesel,145,56.5,2
2143, A4,2020,43995,Semi-Auto,4000,Diesel,145,40.9,3
2144, A5,2018,23995,Manual,13500,Diesel,145,64.2,2
2145, Q5,2016,20499,Automatic,27616,Diesel,200,47.1,2
2146, A3,2014,8895,Manual,50262,Diesel,0,74.3,1.6
2147, A1,2015,11484,Manual,45070,Petrol,30,55.4,1.4
2148, A3,2016,20560,Semi-Auto,26860,Petrol,160,44.1,2
2149, A1,2016,10260,Manual,47779,Petrol,30,55.4,1.4
2150, A3,2015,10930,Manual,41683,Petrol,20,58.9,1.4
2151, A5,2015,16680,Automatic,39251,Diesel,145,56.5,2
2152, Q2,2017,19991,Semi-Auto,19001,Diesel,150,57.7,2
2153, A3,2013,11491,Semi-Auto,59000,Petrol,30,56.5,1.4
2154, Q5,2016,18891,Semi-Auto,28931,Diesel,205,47.9,2
2155, A1,2014,7951,Manual,53291,Diesel,0,74.3,1.6
2156, A3,2017,20999,Manual,20949,Petrol,200,40.4,2
2157, Q3,2015,12750,Manual,78962,Diesel,125,60.1,2
2158, A5,2017,18990,Semi-Auto,41215,Diesel,30,67.3,2
2159, A1,2016,9950,Manual,24396,Petrol,0,67.3,1
2160, Q3,2014,15995,Semi-Auto,24000,Petrol,265,36.7,2
2161, Q5,2016,28795,Semi-Auto,42000,Diesel,240,42.8,3
2162, Q5,2015,19495,Semi-Auto,52000,Diesel,205,47.1,2
2163, Q3,2020,36995,Semi-Auto,2000,Diesel,150,45.6,2
2164, A5,2017,19995,Semi-Auto,54000,Diesel,150,67.3,2
2165, A3,2017,19995,Manual,17800,Petrol,150,54.3,1.5
2166, Q3,2018,21995,Semi-Auto,43000,Diesel,150,53.3,2
2167, A1,2017,10995,Manual,45000,Diesel,0,76.3,1.6
2168, Q3,2020,25995,Manual,7000,Petrol,150,40.9,1.5
2169, Q3,2015,17250,Manual,21350,Diesel,160,49.6,2
2170, A1,2015,12400,Manual,18200,Diesel,0,80.7,1.6
2171, Q5,2015,17900,Manual,40785,Diesel,205,47.9,2
2172, Q5,2016,22295,Semi-Auto,32300,Diesel,200,47.1,2
2173, A6,2017,21195,Semi-Auto,32000,Diesel,145,61.4,2
2174, Q3,2020,32995,Semi-Auto,3000,Diesel,145,47.1,2
2175, A5,2020,32995,Semi-Auto,2000,Diesel,145,48.7,2
2176, A1,2017,14995,Semi-Auto,11500,Petrol,145,57.6,1.4
2177, A1,2017,12495,Manual,26500,Petrol,145,55.4,1.4
2178, Q2,2019,21995,Semi-Auto,10544,Petrol,145,42.8,1.5
2179, Q7,2017,49995,Semi-Auto,39300,Diesel,150,39.2,4
2180, Q2,2017,19995,Manual,29000,Petrol,150,49.6,1.4
2181, A3,2014,10995,Manual,42450,Petrol,20,60.1,1.4
2182, A3,2016,12832,Manual,64278,Diesel,30,65.7,2
2183, A4,2018,18370,Manual,30963,Diesel,145,68.9,2
2184, A4,2014,10995,Semi-Auto,48500,Diesel,125,58.9,2
2185, A1,2017,14995,Manual,15000,Petrol,30,56.5,1.4
2186, Q3,2013,13495,Manual,40000,Diesel,165,49.6,2
2187, Q3,2015,17750,Manual,32000,Diesel,150,52.3,2
2188, A6,2016,16750,Manual,50764,Diesel,30,61.4,2
2189, A3,2017,15141,Manual,8391,Petrol,20,60.1,1
2190, Q5,2014,15547,Manual,44735,Petrol,235,37.7,2
2191, Q3,2017,16495,Manual,16000,Diesel,30,61.4,2
2192, Q2,2019,21995,Semi-Auto,4000,Petrol,145,42.8,1.5
2193, A6,2019,43995,Automatic,7500,Diesel,145,37.7,3
2194, Q2,2019,19995,Manual,5000,Diesel,145,49.6,1.6
2195, Q5,2020,36995,Semi-Auto,2000,Petrol,145,32.1,2
2196, A4,2020,26995,Manual,4000,Petrol,145,42.2,2
2197, A3,2018,21499,Manual,4012,Petrol,150,42.2,1.5
2198, A1,2014,13750,Semi-Auto,24914,Petrol,20,60.1,1.4
2199, A1,2015,10800,Manual,55369,Diesel,0,80.7,1.6
2200, A1,2015,11750,Manual,30826,Petrol,30,55.4,1.4
2201, A3,2016,21990,Semi-Auto,26824,Petrol,200,40.4,2
2202, A4,2019,24990,Semi-Auto,12126,Diesel,150,49.6,2
2203, A1,2015,15995,Manual,23514,Petrol,240,39.8,2
2204, A6,2016,16230,Manual,52246,Diesel,30,58.9,2
2205, A1,2015,9580,Manual,44141,Petrol,30,57.6,1.4
2206, Q3,2014,12995,Semi-Auto,53000,Diesel,200,47.9,2
2207, A4,2020,32995,Semi-Auto,2000,Diesel,145,49.6,2
2208, A5,2020,32495,Semi-Auto,2000,Petrol,145,39.2,2
2209, A4,2020,26995,Manual,2000,Petrol,145,41.5,2
2210, A4,2020,29995,Manual,4000,Petrol,145,38.2,2
2211, A4,2020,32995,Semi-Auto,2000,Petrol,145,38.2,2
2212, A4,2020,31995,Semi-Auto,1000,Petrol,145,40.9,2
2213, Q2,2019,21495,Manual,5000,Diesel,145,49.6,1.6
2214, Q2,2019,19495,Manual,5000,Diesel,145,49.6,1.6
2215, Q3,2019,27495,Manual,6000,Diesel,145,42.8,2
2216, Q7,2019,51995,Semi-Auto,6000,Diesel,145,33.2,3
2217, Q3,2013,12695,Semi-Auto,40000,Diesel,200,47.9,2
2218, A4,2019,26995,Semi-Auto,5100,Petrol,145,38.2,2
2219, Q7,2016,32495,Semi-Auto,30600,Diesel,200,47.9,3
2220, Q3,2017,24395,Semi-Auto,13200,Petrol,145,40.4,2
2221, Q2,2019,21395,Manual,5800,Diesel,145,47.9,1.6
2222, Q3,2019,25995,Semi-Auto,8300,Diesel,145,48.7,2
2223, Q2,2019,19495,Manual,4000,Petrol,145,47.1,1
2224, Q5,2016,20495,Semi-Auto,38000,Diesel,200,47.1,2
2225, A6,2018,19995,Manual,38000,Diesel,145,61.4,2
2226, A1,2018,14995,Manual,34000,Petrol,145,55.4,1.4
2227, A1,2014,13750,Semi-Auto,24900,Petrol,20,60.1,1.4
2228, A4,2019,28795,Semi-Auto,5000,Diesel,145,54.3,2
2229, A4,2019,28795,Semi-Auto,5000,Petrol,145,42.2,2
2230, RS3,2015,26795,Semi-Auto,49000,Petrol,300,34.9,2.5
2231, A4,2019,26695,Semi-Auto,5000,Diesel,145,51.4,2
2232, A1,2017,15995,Manual,12000,Petrol,145,58.9,1.4
2233, A5,2019,25995,Semi-Auto,7200,Petrol,145,40.4,2
2234, Q2,2019,25495,Manual,6500,Petrol,145,39.2,1.5
2235, Q2,2017,20750,Semi-Auto,15709,Petrol,125,52.3,1.4
2236, Q5,2016,17990,Automatic,51756,Diesel,200,47.1,2
2237, A4,2016,13910,Manual,67840,Diesel,30,64.2,2
2238, A3,2018,18195,Manual,19517,Petrol,145,54.3,1.5
2239, A4,2017,15540,Automatic,35452,Diesel,145,70.6,2
2240, Q3,2016,19000,Semi-Auto,45332,Petrol,205,40.4,2
2241, Q2,2016,19490,Semi-Auto,26906,Petrol,125,52.3,1.4
2242, A3,2016,15800,Manual,23631,Petrol,30,58.9,1.4
2243, A1,2016,10765,Manual,38731,Diesel,0,76.3,1.6
2244, A1,2015,10965,Manual,47000,Petrol,30,55.4,1.4
2245, Q5,2016,18998,Semi-Auto,41313,Diesel,200,47.1,2
2246, A5,2019,26295,Semi-Auto,6500,Petrol,145,40.4,2
2247, A3,2016,17495,Manual,21500,Petrol,30,58.9,1.4
2248, A4,2017,26995,Semi-Auto,19650,Petrol,145,38.7,3
2249, TT,2016,16995,Manual,34000,Petrol,160,46.3,2
2250, TT,2016,16995,Manual,11000,Petrol,145,47.1,1.8
2251, Q5,2017,23995,Semi-Auto,34000,Diesel,145,56.5,2
2252, A5,2019,37995,Semi-Auto,5000,Petrol,145,36.2,2
2253, A1,2016,12995,Manual,38000,Petrol,30,56.5,1.4
2254, Q5,2017,33995,Semi-Auto,50000,Petrol,145,34,3
2255, Q5,2020,58495,Semi-Auto,4000,Diesel,145,32.5,3
2256, R8,2020,137995,Semi-Auto,70,Petrol,145,21.1,5.2
2257, Q3,2015,13995,Manual,41000,Diesel,30,61.4,2
2258, Q2,2017,16995,Semi-Auto,28000,Petrol,30,54.3,1.4
2259, RS4,2018,52495,Semi-Auto,12000,Petrol,145,32.1,2.9
2260, A6,2018,19495,Semi-Auto,47500,Diesel,145,64.2,2
2261, A6,2017,20495,Manual,34000,Diesel,145,61.4,2
2262, Q3,2019,24995,Manual,5000,Petrol,145,40.9,1.5
2263, A6,2019,26995,Semi-Auto,6000,Diesel,145,47.9,2
2264, Q2,2019,26995,Manual,5000,Petrol,145,39.2,1.5
2265, Q2,2019,21995,Manual,5000,Diesel,145,47.9,1.6
2266, A4,2019,27495,Semi-Auto,7000,Diesel,145,49.6,2
2267, A4,2019,24995,Manual,8000,Petrol,145,38.2,2
2268, A4,2019,26295,Automatic,7000,Diesel,145,48.7,2
2269, A6,2016,20995,Semi-Auto,23700,Diesel,30,61.4,3
2270, A1,2017,14790,Semi-Auto,15663,Petrol,150,56.5,1.4
2271, A4,2014,9990,Manual,49441,Diesel,30,62.8,2
2272, A3,2018,16990,Semi-Auto,19704,Petrol,150,58.9,1.5
2273, A3,2015,15795,Manual,33000,Petrol,20,60.1,1.4
2274, Q2,2020,26995,Manual,2000,Petrol,145,43.5,1.5
2275, Q3,2020,34995,Semi-Auto,5000,Diesel,145,47.1,2
2276, A6,2019,41995,Semi-Auto,6500,Diesel,145,37.7,3
2277, A7,2019,47995,Semi-Auto,4000,Diesel,145,35.8,3
2278, RS6,2017,54995,Automatic,15500,Petrol,325,29.4,4
2279, A1,2017,10465,Manual,44330,Diesel,0,76.3,1.6
2280, TT,2017,16465,Manual,41699,Petrol,150,47.1,1.8
2281, A4,2016,12465,Manual,61224,Diesel,20,70.6,2
2282, A3,2016,15965,Manual,32110,Petrol,125,49.6,2
2283, A3,2015,15995,Manual,18939,Diesel,20,68.9,2
2284, A3,2015,15995,Manual,18400,Diesel,20,68.9,2
2285, TT,2017,23500,Semi-Auto,55370,Petrol,145,40.9,2
2286, A3,2017,18995,Manual,9538,Petrol,150,56.5,1.4
2287, A3,2018,22900,Semi-Auto,18972,Petrol,150,47.9,2
2288, Q3,2016,18000,Manual,24602,Diesel,145,52.3,2
2289, A3,2015,12500,Automatic,49548,Petrol,20,60.1,1.4
2290, A1,2015,10800,Manual,55600,Diesel,0,80.7,1.6
2291, Q7,2019,54495,Semi-Auto,4000,Diesel,145,33.2,3
2292, A3,2019,24995,Semi-Auto,5000,Diesel,145,50.4,2
2293, A5,2017,19495,Semi-Auto,19300,Diesel,20,70.6,2
2294, Q2,2018,19995,Manual,10900,Petrol,145,52.3,1.4
2295, A5,2019,26995,Manual,6000,Petrol,145,47.1,2
2296, A5,2019,24995,Manual,8000,Petrol,145,39.8,2
2297, A5,2016,15995,Manual,32000,Diesel,125,60.1,2
2298, Q3,2017,17995,Manual,15968,Petrol,150,49.6,1.4
2299, Q3,2016,17600,Semi-Auto,41324,Diesel,160,50.4,2
2300, A4,2017,13700,Semi-Auto,67227,Diesel,145,70.6,2
2301, Q3,2017,15860,Semi-Auto,44080,Petrol,145,47.9,1.4
2302, Q3,2017,15790,Manual,39544,Petrol,125,51.4,1.4
2303, A4,2016,17995,Manual,34714,Diesel,30,62.8,2
2304, A5,2016,18299,Automatic,26498,Diesel,145,56.5,2
2305, Q2,2017,19599,Semi-Auto,32677,Petrol,145,52.3,1.4
2306, A4,2016,16600,Manual,29112,Diesel,0,74.3,2
2307, A1,2013,9750,Manual,29773,Petrol,125,52.3,1.4
2308, A3,2016,12500,Manual,36385,Petrol,125,53.3,1.4
2309, TT,2016,15465,Manual,51400,Diesel,30,62.8,2
2310, Q5,2015,21965,Semi-Auto,62253,Diesel,260,41.5,3
2311, A1,2016,10965,Manual,24642,Petrol,0,67.3,1
2312, A3,2016,13454,Manual,57296,Petrol,30,57.6,1.4
2313, A8,2015,19870,Automatic,25406,Diesel,160,49.6,3
2314, Q3,2017,18291,Manual,28615,Diesel,145,56.5,2
2315, A8,2013,19061,Semi-Auto,37206,Petrol,325,29.7,4
2316, Q3,2019,28500,Manual,5500,Diesel,145,42.8,2
2317, A5,2019,27994,Automatic,6000,Diesel,145,48.7,2
2318, A6,2019,30500,Automatic,7000,Diesel,145,50.4,2
2319, A6,2019,30500,Automatic,100,Diesel,145,50.4,2
2320, A4,2017,19000,Semi-Auto,45100,Petrol,160,45.6,2
2321, Q2,2019,23500,Automatic,4296,Diesel,145,47.9,2
2322, Q7,2017,43500,Semi-Auto,51187,Diesel,300,39.2,4
2323, A4,2019,26495,Semi-Auto,9482,Diesel,150,47.9,2
2324, A6,2018,24480,Semi-Auto,30067,Petrol,150,47.1,1.8
2325, Q3,2016,18940,Manual,30146,Diesel,165,49.6,2
2326, A4,2018,16980,Manual,27954,Petrol,150,53.3,1.4
2327, Q3,2018,21500,Manual,20000,Petrol,150,49.6,1.4
2328, Q2,2019,20995,Manual,9840,Petrol,150,42.8,1.5
2329, Q3,2016,17995,Manual,17800,Diesel,30,60.1,2
2330, Q5,2016,29500,Semi-Auto,37500,Diesel,240,42.8,3
2331, A5,2018,23015,Semi-Auto,14000,Diesel,150,67.3,2
2332, TT,2016,21500,Semi-Auto,24750,Petrol,200,40.9,2
2333, A3,2018,26750,Semi-Auto,19602,Petrol,145,43.5,2
2334, Q2,2017,17940,Semi-Auto,30522,Petrol,150,54.3,1.4
2335, A3,2019,22480,Manual,6925,Diesel,145,51.4,1.6
2336, Q2,2017,17188,Manual,9249,Diesel,30,64.2,1.6
2337, A3,2016,16040,Manual,20770,Petrol,30,58.9,1.4
2338, TT,2013,9397,Manual,37856,Petrol,205,43.5,1.8
2339, TT,2018,19291,Manual,9565,Petrol,150,47.1,1.8
2340, Q5,2015,22797,Semi-Auto,39378,Diesel,265,41.5,3
2341, A3,2017,15980,Manual,46879,Diesel,150,57.6,2
2342, Q2,2018,21990,Semi-Auto,20241,Petrol,145,52.3,1.4
2343, Q5,2017,37980,Semi-Auto,16855,Petrol,150,34,3
2344, TT,2016,17690,Manual,20000,Petrol,150,47.1,1.8
2345, A1,2015,10980,Manual,40222,Diesel,0,80.7,1.6
2346, Q7,2019,48950,Semi-Auto,7915,Diesel,150,32.8,3
2347, A3,2016,17980,Manual,23663,Diesel,125,57.6,2
2348, Q3,2019,35480,Semi-Auto,13500,Diesel,150,45.6,2
2349, Q5,2016,30440,Semi-Auto,35622,Diesel,240,42.2,3
2350, Q2,2017,16690,Manual,20852,Petrol,150,55.4,1
2351, TT,2016,15690,Manual,45622,Petrol,150,47.1,1.8
2352, TT,2017,17990,Manual,11452,Petrol,150,47.1,1.8
2353, A1,2017,11980,Manual,35882,Petrol,150,57.6,1.4
2354, A4,2019,28500,Automatic,5000,Petrol,145,38.2,2
2355, A4,2020,45000,Semi-Auto,6400,Diesel,145,39.2,3
2356, Q3,2016,19840,Semi-Auto,28965,Diesel,150,52.3,2
2357, A5,2019,26950,Semi-Auto,2029,Diesel,150,51.4,2
2358, Q3,2019,26940,Manual,590,Diesel,150,42.8,2
2359, A6,2017,21290,Semi-Auto,34029,Diesel,30,61.4,2
2360, A6,2019,30600,Semi-Auto,9485,Diesel,150,47.9,2
2361, TT,2016,18940,Manual,33717,Diesel,30,62.8,2
2362, A7,2019,35650,Semi-Auto,7799,Diesel,145,38.2,3
2363, Q7,2016,44880,Semi-Auto,49233,Diesel,300,39.2,4
2364, A6,2016,24990,Semi-Auto,38478,Diesel,160,51.4,3
2365, Q7,2020,69995,Semi-Auto,3111,Diesel,145,30.1,4
2366, Q3,2015,18750,Manual,31250,Petrol,235,38.7,2
2367, A3,2019,18995,Manual,5000,Diesel,145,51.4,1.6
2368, A3,2019,19300,Manual,5000,Diesel,145,51.4,1.6
2369, Q3,2019,28000,Manual,5000,Diesel,145,42.8,2
2370, A4,2019,27500,Manual,2050,Petrol,145,38.2,2
2371, A4,2019,24495,Manual,5000,Petrol,145,39.2,2
2372, Q2,2019,23250,Automatic,1000,Diesel,145,47.9,1.6
2373, A1,2015,10498,Manual,31393,Petrol,30,57.6,1.4
2374, Q3,2019,27280,Manual,3000,Diesel,145,42.8,2
2375, A4,2019,26480,Semi-Auto,6212,Diesel,150,44.8,2
2376, A1,2019,21780,Semi-Auto,6661,Petrol,150,47.1,1
2377, A1,2014,9790,Manual,44202,Petrol,30,55.4,1.2
2378, Q5,2016,24690,Semi-Auto,24271,Diesel,200,47.1,2
2379, A5,2016,19890,Semi-Auto,30385,Diesel,160,52.3,2
2380, A4,2019,40800,Semi-Auto,2800,Diesel,145,40.9,3
2381, Q3,2018,24000,Semi-Auto,12000,Petrol,145,48.7,1.4
2382, Q3,2019,29980,Semi-Auto,11754,Petrol,145,31.7,2
2383, A1,2015,15698,Manual,20552,Petrol,200,40.4,2
2384, A8,2018,36000,Semi-Auto,11341,Diesel,145,48.7,3
2385, Q3,2018,22000,Semi-Auto,13492,Petrol,145,47.9,1.4
2386, A4,2017,21000,Semi-Auto,28870,Diesel,150,53.3,3
2387, TT,2016,23500,Semi-Auto,9812,Petrol,205,40.9,2
2388, Q2,2017,18700,Semi-Auto,36000,Petrol,145,52.3,1.4
2389, A3,2019,20895,Manual,6922,Diesel,145,51.4,1.6
2390, A4,2016,12965,Manual,64425,Diesel,20,70.6,2
2391, Q3,2016,18990,Semi-Auto,9106,Diesel,145,51.4,2
